image_path,labels
garbage_classification\clothes\clothes4112.jpg,clothes
garbage_classification\plastic\plastic823.jpg,plastic
garbage_classification\clothes\clothes3839.jpg,clothes
garbage_classification\clothes\clothes63.jpg,clothes
garbage_classification\paper\paper599.jpg,paper
garbage_classification\clothes\clothes1189.jpg,clothes
garbage_classification\shoes\shoes837.jpg,shoes
garbage_classification\battery\battery300.jpg,battery
garbage_classification\clothes\clothes379.jpg,clothes
garbage_classification\battery\battery407.jpg,battery
garbage_classification\plastic\plastic343.jpg,plastic
garbage_classification\clothes\clothes4458.jpg,clothes
garbage_classification\shoes\shoes1866.jpg,shoes
garbage_classification\clothes\clothes2091.jpg,clothes
garbage_classification\biological\biological822.jpg,biological
garbage_classification\plastic\plastic639.jpg,plastic
garbage_classification\clothes\clothes1787.jpg,clothes
garbage_classification\trash\trash285.jpg,trash
garbage_classification\clothes\clothes740.jpg,clothes
garbage_classification\shoes\shoes124.jpg,shoes
garbage_classification\clothes\clothes2542.jpg,clothes
garbage_classification\biological\biological959.jpg,biological
garbage_classification\green-glass\green-glass206.jpg,green-glass
garbage_classification\paper\paper354.jpg,paper
garbage_classification\clothes\clothes865.jpg,clothes
garbage_classification\plastic\plastic234.jpg,plastic
garbage_classification\green-glass\green-glass603.jpg,green-glass
garbage_classification\clothes\clothes1303.jpg,clothes
garbage_classification\clothes\clothes10.jpg,clothes
garbage_classification\clothes\clothes3825.jpg,clothes
garbage_classification\plastic\plastic141.jpg,plastic
garbage_classification\shoes\shoes983.jpg,shoes
garbage_classification\plastic\plastic475.jpg,plastic
garbage_classification\green-glass\green-glass592.jpg,green-glass
garbage_classification\clothes\clothes129.jpg,clothes
garbage_classification\clothes\clothes4490.jpg,clothes
garbage_classification\plastic\plastic818.jpg,plastic
garbage_classification\green-glass\green-glass313.jpg,green-glass
garbage_classification\battery\battery633.jpg,battery
garbage_classification\clothes\clothes4595.jpg,clothes
garbage_classification\brown-glass\brown-glass26.jpg,brown-glass
garbage_classification\clothes\clothes1652.jpg,clothes
garbage_classification\clothes\clothes2487.jpg,clothes
garbage_classification\clothes\clothes627.jpg,clothes
garbage_classification\clothes\clothes4817.jpg,clothes
garbage_classification\trash\trash296.jpg,trash
garbage_classification\trash\trash274.jpg,trash
garbage_classification\clothes\clothes366.jpg,clothes
garbage_classification\battery\battery442.jpg,battery
garbage_classification\shoes\shoes1241.jpg,shoes
garbage_classification\shoes\shoes846.jpg,shoes
garbage_classification\white-glass\white-glass257.jpg,white-glass
garbage_classification\clothes\clothes3126.jpg,clothes
garbage_classification\biological\biological45.jpg,biological
garbage_classification\plastic\plastic482.jpg,plastic
garbage_classification\trash\trash457.jpg,trash
garbage_classification\white-glass\white-glass213.jpg,white-glass
garbage_classification\shoes\shoes1272.jpg,shoes
garbage_classification\clothes\clothes4117.jpg,clothes
garbage_classification\clothes\clothes3780.jpg,clothes
garbage_classification\plastic\plastic257.jpg,plastic
garbage_classification\battery\battery53.jpg,battery
garbage_classification\trash\trash132.jpg,trash
garbage_classification\clothes\clothes4698.jpg,clothes
garbage_classification\biological\biological858.jpg,biological
garbage_classification\biological\biological54.jpg,biological
garbage_classification\clothes\clothes5145.jpg,clothes
garbage_classification\cardboard\cardboard744.jpg,cardboard
garbage_classification\plastic\plastic658.jpg,plastic
garbage_classification\metal\metal511.jpg,metal
garbage_classification\green-glass\green-glass153.jpg,green-glass
garbage_classification\clothes\clothes3338.jpg,clothes
garbage_classification\clothes\clothes4828.jpg,clothes
garbage_classification\clothes\clothes95.jpg,clothes
garbage_classification\green-glass\green-glass478.jpg,green-glass
garbage_classification\brown-glass\brown-glass403.jpg,brown-glass
garbage_classification\trash\trash390.jpg,trash
garbage_classification\clothes\clothes4459.jpg,clothes
garbage_classification\paper\paper861.jpg,paper
garbage_classification\clothes\clothes975.jpg,clothes
garbage_classification\cardboard\cardboard384.jpg,cardboard
garbage_classification\cardboard\cardboard15.jpg,cardboard
garbage_classification\cardboard\cardboard571.jpg,cardboard
garbage_classification\white-glass\white-glass143.jpg,white-glass
garbage_classification\clothes\clothes1670.jpg,clothes
garbage_classification\paper\paper691.jpg,paper
garbage_classification\plastic\plastic722.jpg,plastic
garbage_classification\battery\battery627.jpg,battery
garbage_classification\battery\battery552.jpg,battery
garbage_classification\cardboard\cardboard496.jpg,cardboard
garbage_classification\battery\battery112.jpg,battery
garbage_classification\plastic\plastic560.jpg,plastic
garbage_classification\clothes\clothes4336.jpg,clothes
garbage_classification\cardboard\cardboard484.jpg,cardboard
garbage_classification\metal\metal763.jpg,metal
garbage_classification\green-glass\green-glass450.jpg,green-glass
garbage_classification\white-glass\white-glass2.jpg,white-glass
garbage_classification\white-glass\white-glass332.jpg,white-glass
garbage_classification\green-glass\green-glass75.jpg,green-glass
garbage_classification\clothes\clothes1161.jpg,clothes
garbage_classification\green-glass\green-glass606.jpg,green-glass
garbage_classification\white-glass\white-glass735.jpg,white-glass
garbage_classification\shoes\shoes359.jpg,shoes
garbage_classification\shoes\shoes264.jpg,shoes
garbage_classification\shoes\shoes1244.jpg,shoes
garbage_classification\clothes\clothes4167.jpg,clothes
garbage_classification\clothes\clothes2350.jpg,clothes
garbage_classification\shoes\shoes103.jpg,shoes
garbage_classification\clothes\clothes1671.jpg,clothes
garbage_classification\biological\biological768.jpg,biological
garbage_classification\green-glass\green-glass7.jpg,green-glass
garbage_classification\clothes\clothes1019.jpg,clothes
garbage_classification\clothes\clothes1873.jpg,clothes
garbage_classification\clothes\clothes4281.jpg,clothes
garbage_classification\cardboard\cardboard157.jpg,cardboard
garbage_classification\battery\battery289.jpg,battery
garbage_classification\cardboard\cardboard59.jpg,cardboard
garbage_classification\paper\paper44.jpg,paper
garbage_classification\paper\paper371.jpg,paper
garbage_classification\plastic\plastic269.jpg,plastic
garbage_classification\shoes\shoes123.jpg,shoes
garbage_classification\biological\biological877.jpg,biological
garbage_classification\shoes\shoes377.jpg,shoes
garbage_classification\paper\paper230.jpg,paper
garbage_classification\paper\paper587.jpg,paper
garbage_classification\cardboard\cardboard887.jpg,cardboard
garbage_classification\biological\biological307.jpg,biological
garbage_classification\paper\paper702.jpg,paper
garbage_classification\trash\trash597.jpg,trash
garbage_classification\shoes\shoes477.jpg,shoes
garbage_classification\clothes\clothes2485.jpg,clothes
garbage_classification\battery\battery193.jpg,battery
garbage_classification\shoes\shoes175.jpg,shoes
garbage_classification\clothes\clothes928.jpg,clothes
garbage_classification\clothes\clothes4495.jpg,clothes
garbage_classification\clothes\clothes2376.jpg,clothes
garbage_classification\clothes\clothes5261.jpg,clothes
garbage_classification\white-glass\white-glass201.jpg,white-glass
garbage_classification\clothes\clothes3231.jpg,clothes
garbage_classification\cardboard\cardboard448.jpg,cardboard
garbage_classification\brown-glass\brown-glass599.jpg,brown-glass
garbage_classification\clothes\clothes3800.jpg,clothes
garbage_classification\biological\biological714.jpg,biological
garbage_classification\clothes\clothes1121.jpg,clothes
garbage_classification\white-glass\white-glass583.jpg,white-glass
garbage_classification\metal\metal271.jpg,metal
garbage_classification\green-glass\green-glass444.jpg,green-glass
garbage_classification\plastic\plastic232.jpg,plastic
garbage_classification\plastic\plastic558.jpg,plastic
garbage_classification\battery\battery263.jpg,battery
garbage_classification\plastic\plastic378.jpg,plastic
garbage_classification\trash\trash47.jpg,trash
garbage_classification\white-glass\white-glass401.jpg,white-glass
garbage_classification\trash\trash438.jpg,trash
garbage_classification\clothes\clothes4772.jpg,clothes
garbage_classification\metal\metal371.jpg,metal
garbage_classification\plastic\plastic607.jpg,plastic
garbage_classification\clothes\clothes5058.jpg,clothes
garbage_classification\paper\paper688.jpg,paper
garbage_classification\white-glass\white-glass429.jpg,white-glass
garbage_classification\clothes\clothes5007.jpg,clothes
garbage_classification\clothes\clothes4188.jpg,clothes
garbage_classification\clothes\clothes343.jpg,clothes
garbage_classification\clothes\clothes2776.jpg,clothes
garbage_classification\clothes\clothes5138.jpg,clothes
garbage_classification\shoes\shoes1370.jpg,shoes
garbage_classification\clothes\clothes2659.jpg,clothes
garbage_classification\battery\battery144.jpg,battery
garbage_classification\clothes\clothes4541.jpg,clothes
garbage_classification\biological\biological137.jpg,biological
garbage_classification\biological\biological597.jpg,biological
garbage_classification\paper\paper561.jpg,paper
garbage_classification\paper\paper932.jpg,paper
garbage_classification\paper\paper524.jpg,paper
garbage_classification\clothes\clothes3745.jpg,clothes
garbage_classification\clothes\clothes2586.jpg,clothes
garbage_classification\clothes\clothes1585.jpg,clothes
garbage_classification\brown-glass\brown-glass46.jpg,brown-glass
garbage_classification\brown-glass\brown-glass226.jpg,brown-glass
garbage_classification\clothes\clothes1586.jpg,clothes
garbage_classification\white-glass\white-glass177.jpg,white-glass
garbage_classification\clothes\clothes870.jpg,clothes
garbage_classification\metal\metal730.jpg,metal
garbage_classification\brown-glass\brown-glass457.jpg,brown-glass
garbage_classification\brown-glass\brown-glass416.jpg,brown-glass
garbage_classification\plastic\plastic204.jpg,plastic
garbage_classification\white-glass\white-glass58.jpg,white-glass
garbage_classification\shoes\shoes194.jpg,shoes
garbage_classification\metal\metal152.jpg,metal
garbage_classification\trash\trash489.jpg,trash
garbage_classification\shoes\shoes396.jpg,shoes
garbage_classification\shoes\shoes1378.jpg,shoes
garbage_classification\cardboard\cardboard156.jpg,cardboard
garbage_classification\clothes\clothes1821.jpg,clothes
garbage_classification\green-glass\green-glass258.jpg,green-glass
garbage_classification\clothes\clothes5248.jpg,clothes
garbage_classification\plastic\plastic538.jpg,plastic
garbage_classification\shoes\shoes426.jpg,shoes
garbage_classification\clothes\clothes2119.jpg,clothes
garbage_classification\shoes\shoes938.jpg,shoes
garbage_classification\clothes\clothes321.jpg,clothes
garbage_classification\biological\biological488.jpg,biological
garbage_classification\clothes\clothes2306.jpg,clothes
garbage_classification\clothes\clothes2949.jpg,clothes
garbage_classification\shoes\shoes1620.jpg,shoes
garbage_classification\paper\paper197.jpg,paper
garbage_classification\clothes\clothes606.jpg,clothes
garbage_classification\cardboard\cardboard610.jpg,cardboard
garbage_classification\brown-glass\brown-glass581.jpg,brown-glass
garbage_classification\paper\paper455.jpg,paper
garbage_classification\shoes\shoes1531.jpg,shoes
garbage_classification\shoes\shoes873.jpg,shoes
garbage_classification\cardboard\cardboard76.jpg,cardboard
garbage_classification\brown-glass\brown-glass542.jpg,brown-glass
garbage_classification\plastic\plastic445.jpg,plastic
garbage_classification\clothes\clothes2539.jpg,clothes
garbage_classification\biological\biological945.jpg,biological
garbage_classification\white-glass\white-glass518.jpg,white-glass
garbage_classification\clothes\clothes2952.jpg,clothes
garbage_classification\paper\paper951.jpg,paper
garbage_classification\plastic\plastic53.jpg,plastic
garbage_classification\white-glass\white-glass116.jpg,white-glass
garbage_classification\clothes\clothes2806.jpg,clothes
garbage_classification\clothes\clothes1015.jpg,clothes
garbage_classification\battery\battery4.jpg,battery
garbage_classification\clothes\clothes2160.jpg,clothes
garbage_classification\clothes\clothes2899.jpg,clothes
garbage_classification\clothes\clothes4726.jpg,clothes
garbage_classification\clothes\clothes3842.jpg,clothes
garbage_classification\clothes\clothes1216.jpg,clothes
garbage_classification\cardboard\cardboard481.jpg,cardboard
garbage_classification\shoes\shoes1813.jpg,shoes
garbage_classification\clothes\clothes4780.jpg,clothes
garbage_classification\biological\biological129.jpg,biological
garbage_classification\brown-glass\brown-glass508.jpg,brown-glass
